"","DATE","hw","prix_prod","pce","Variation_pce","Variation_prix_prod","Variation_hw","U_gap","U_gap_lag1","hw_lag1","pce_lag1","U_gap_lag2","hw_lag2","pce_lag2","U_gap_lag3","hw_lag3","pce_lag3","U_gap_lag4","hw_lag4","pce_lag4","U_gap_lag5","hw_lag5","pce_lag5","U_gap_lag6","hw_lag6","pce_lag6","U_gap_lag7","hw_lag7","pce_lag7","U_gap_lag8","hw_lag8","pce_lag8","Variation_pce_shifted","prix_prod_lag1","prix_prod_lag2","prix_prod_lag3","prix_prod_lag4","prix_prod_lag5","prix_prod_lag6","prix_prod_lag7","prix_prod_lag8","Variation_pp_shifted"
"85",1998-01-01,21.0826253854383,78.3593278018878,81.5365655940884,0.0611973533977128,-0.0427373846566326,0.626565295731907,0.689003685590688,0.878641308681678,0.320948673631571,0.261839376950257,1.07173183444565,0.373614581297432,0.334821125497498,1.0682752628826,0.382409715845067,-0.123509100445574,1.06827159399254,0.53138259369534,0.321849815758313,0.971720827775473,0.138582894013428,0.372903676929215,0.976484590178705,0.441283998170583,-0.130599710934876,0.882562881202249,0.729275177182043,0.419372198580548,0.68995570084609,0.867345466722025,0.597285523743563,0.121919991781083,0.183847007407212,0.291303577156343,0.210703348350538,0.292408241985243,0.174013791393901,0.0224238538287347,0.0520821717326259,0.33385352634161,0.852593787100409
"86",1998-04-01,21.1896232087384,78.3030109995113,81.5758324088215,0.0481585340846413,-0.0718699406392465,0.507516598829083,0.596883162118269,0.689003685590688,0.626565295731907,0.0611973533977128,0.878641308681678,0.320948673631571,0.261839376950257,1.07173183444565,0.373614581297432,0.334821125497498,1.0682752628826,0.382409715845067,-0.123509100445574,1.06827159399254,0.53138259369534,0.321849815758313,0.971720827775473,0.138582894013428,0.372903676929215,0.976484590178705,0.441283998170583,-0.130599710934876,0.882562881202249,0.729275177182043,0.419372198580548,0.827490184690416,-0.0427373846566326,0.183847007407212,0.291303577156343,0.210703348350538,0.292408241985243,0.174013791393901,0.0224238538287347,0.0520821717326259,0.748685305274877
"87",1998-07-01,21.348399950193,78.1926886387368,81.3705565168035,-0.251638121189113,-0.1408915945457,0.749313661175321,0.502279738264393,0.596883162118269,0.507516598829083,0.0481585340846413,0.689003685590688,0.626565295731907,0.0611973533977128,0.878641308681678,0.320948673631571,0.261839376950257,1.07173183444565,0.373614581297432,0.334821125497498,1.0682752628826,0.382409715845067,-0.123509100445574,1.06827159399254,0.53138259369534,0.321849815758313,0.971720827775473,0.138582894013428,0.372903676929215,0.976484590178705,0.441283998170583,-0.130599710934876,0.198959942252963,-0.0718699406392465,-0.0427373846566326,0.183847007407212,0.291303577156343,0.210703348350538,0.292408241985243,0.174013791393901,0.0224238538287347,0.822965098166217
"88",1998-10-01,21.4959416290661,78.0531907285286,80.9925323582649,-0.464571184861673,-0.178402754319662,0.691113522406162,0.605193414029086,0.502279738264393,0.749313661175321,-0.251638121189113,0.596883162118269,0.507516598829083,0.0481585340846413,0.689003685590688,0.626565295731907,0.0611973533977128,0.878641308681678,0.320948673631571,0.261839376950257,1.07173183444565,0.373614581297432,0.334821125497498,1.0682752628826,0.382409715845067,-0.123509100445574,1.06827159399254,0.53138259369534,0.321849815758313,0.971720827775473,0.138582894013428,0.372903676929215,-0.0576599292412494,-0.1408915945457,-0.0718699406392465,-0.0427373846566326,0.183847007407212,0.291303577156343,0.210703348350538,0.292408241985243,0.174013791393901,0.809716060854981
"89",1999-01-01,21.6807118425618,78.0110159856334,80.8194083313635,-0.213753073104994,-0.054033336115511,0.85955859335729,0.605624189412344,0.605193414029086,0.691113522406162,-0.464571184861673,0.502279738264393,0.749313661175321,-0.251638121189113,0.596883162118269,0.507516598829083,0.0481585340846413,0.689003685590688,0.626565295731907,0.0611973533977128,0.878641308681678,0.320948673631571,0.261839376950257,1.07173183444565,0.373614581297432,0.334821125497498,1.0682752628826,0.382409715845067,-0.123509100445574,1.06827159399254,0.53138259369534,0.321849815758313,0.45758421376918,-0.178402754319662,-0.1408915945457,-0.0718699406392465,-0.0427373846566326,0.183847007407212,0.291303577156343,0.210703348350538,0.292408241985243,0.240115185853784
"90",1999-04-01,21.7092043528458,78.2982194116962,80.8639740816825,0.0551423862647615,0.368157525490553,0.13141870290454,0.611636423800958,0.605624189412344,0.85955859335729,-0.213753073104994,0.605193414029086,0.691113522406162,-0.464571184861673,0.502279738264393,0.749313661175321,-0.251638121189113,0.596883162118269,0.507516598829083,0.0481585340846413,0.689003685590688,0.626565295731907,0.0611973533977128,0.878641308681678,0.320948673631571,0.261839376950257,1.07173183444565,0.373614581297432,0.334821125497498,1.0682752628826,0.382409715845067,-0.123509100445574,0.134618552606725,-0.054033336115511,-0.178402754319662,-0.1408915945457,-0.0718699406392465,-0.0427373846566326,0.183847007407212,0.291303577156343,0.210703348350538,0.556290360521405
"91",1999-07-01,21.8453506385782,78.6495430623225,80.787873446726,-0.0941094422092448,0.448699412663545,0.627136229958225,0.323230117194925,0.611636423800958,0.13141870290454,0.0551423862647615,0.605624189412344,0.85955859335729,-0.213753073104994,0.605193414029086,0.691113522406162,-0.464571184861673,0.502279738264393,0.749313661175321,-0.251638121189113,0.596883162118269,0.507516598829083,0.0481585340846413,0.689003685590688,0.626565295731907,0.0611973533977128,0.878641308681678,0.320948673631571,0.261839376950257,1.07173183444565,0.373614581297432,0.334821125497498,0.242333918793936,0.368157525490553,-0.054033336115511,-0.178402754319662,-0.1408915945457,-0.0718699406392465,-0.0427373846566326,0.183847007407212,0.291303577156343,0.082032663002618
"92",1999-10-01,22.0140319414488,79.1604546493995,81.20707196409,0.518887921515132,0.649605283367238,0.77216111410312,-0.0595947304057418,0.323230117194925,0.627136229958225,-0.0941094422092448,0.611636423800958,0.13141870290454,0.0551423862647615,0.605624189412344,0.85955859335729,-0.213753073104994,0.605193414029086,0.691113522406162,-0.464571184861673,0.502279738264393,0.749313661175321,-0.251638121189113,0.596883162118269,0.507516598829083,0.0481585340846413,0.689003685590688,0.626565295731907,0.0611973533977128,0.878641308681678,0.320948673631571,0.261839376950257,0.318592268680962,0.448699412663545,0.368157525490553,-0.054033336115511,-0.178402754319662,-0.1408915945457,-0.0718699406392465,-0.0427373846566326,0.183847007407212,0.179100052518932
"93",2000-01-01,22.2315825045863,79.8353717675807,81.9562839632632,0.922594524162301,0.852593787100409,0.988235883895072,-0.43683811900104,-0.0595947304057418,0.77216111410312,0.518887921515132,0.323230117194925,0.627136229958225,-0.0941094422092448,0.611636423800958,0.13141870290454,0.0551423862647615,0.605624189412344,0.85955859335729,-0.213753073104994,0.605193414029086,0.691113522406162,-0.464571184861673,0.502279738264393,0.749313661175321,-0.251638121189113,0.596883162118269,0.507516598829083,0.0481585340846413,0.689003685590688,0.626565295731907,0.0611973533977128,0.781562595551177,0.649605283367238,0.448699412663545,0.368157525490553,-0.054033336115511,-0.178402754319662,-0.1408915945457,-0.0718699406392465,-0.0427373846566326,0.383352911578561
"94",2000-04-01,22.3676408809938,80.4330874644162,82.4120321247725,0.556086903248953,0.748685305274877,0.612004909589681,-0.816691026838487,-0.43683811900104,0.988235883895072,0.922594524162301,-0.0595947304057418,0.77216111410312,0.518887921515132,0.323230117194925,0.627136229958225,-0.0941094422092448,0.611636423800958,0.13141870290454,0.0551423862647615,0.605624189412344,0.85955859335729,-0.213753073104994,0.605193414029086,0.691113522406162,-0.464571184861673,0.502279738264393,0.749313661175321,-0.251638121189113,0.596883162118269,0.507516598829083,0.0481585340846413,0.0394534823655812,0.852593787100409,0.649605283367238,0.448699412663545,0.368157525490553,-0.054033336115511,-0.178402754319662,-0.1408915945457,-0.0718699406392465,0.513906808365938
"95",2000-07-01,22.5547628137826,81.0950237016258,83.0758616552179,0.805500742222209,0.822965098166217,0.836574289547687,-1.09915345391807,-0.816691026838487,0.612004909589681,0.556086903248953,-0.43683811900104,0.988235883895072,0.922594524162301,-0.0595947304057418,0.77216111410312,0.518887921515132,0.323230117194925,0.627136229958225,-0.0941094422092448,0.611636423800958,0.13141870290454,0.0551423862647615,0.605624189412344,0.85955859335729,-0.213753073104994,0.605193414029086,0.691113522406162,-0.464571184861673,0.502279738264393,0.749313661175321,-0.251638121189113,0.557762627252356,0.748685305274877,0.852593787100409,0.649605283367238,0.448699412663545,0.368157525490553,-0.054033336115511,-0.178402754319662,-0.1408915945457,0.360225039174655
"96",2000-10-01,22.792142237847,81.751663133092,83.6910935449256,0.740566366029416,0.809716060854981,1.05245808179959,-1.38422540023978,-1.09915345391807,0.836574289547687,0.805500742222209,-0.816691026838487,0.612004909589681,0.556086903248953,-0.43683811900104,0.988235883895072,0.922594524162301,-0.0595947304057418,0.77216111410312,0.518887921515132,0.323230117194925,0.627136229958225,-0.0941094422092448,0.611636423800958,0.13141870290454,0.0551423862647615,0.605624189412344,0.85955859335729,-0.213753073104994,0.605193414029086,0.691113522406162,-0.464571184861673,0.609076082058468,0.822965098166217,0.748685305274877,0.852593787100409,0.649605283367238,0.448699412663545,0.368157525490553,-0.054033336115511,-0.178402754319662,0.332540059151021
"97",2001-01-01,22.9701014860025,81.9479612909626,83.7931297192971,0.121919991781083,0.240115185853784,0.780792109396744,-1.67190686580364,-1.38422540023978,1.05245808179959,0.740566366029416,-1.09915345391807,0.836574289547687,0.805500742222209,-0.816691026838487,0.612004909589681,0.556086903248953,-0.43683811900104,0.988235883895072,0.922594524162301,-0.0595947304057418,0.77216111410312,0.518887921515132,0.323230117194925,0.627136229958225,-0.0941094422092448,0.611636423800958,0.13141870290454,0.0551423862647615,0.605624189412344,0.85955859335729,-0.213753073104994,0.494686644397602,0.809716060854981,0.822965098166217,0.748685305274877,0.852593787100409,0.649605283367238,0.448699412663545,0.368157525490553,-0.054033336115511,0.591992891411408
"98",2001-04-01,23.3105297658066,82.4038299002681,84.4865096431691,0.827490184690416,0.556290360521405,1.4820495242978,-1.76052830570746,-1.67190686580364,0.780792109396744,0.121919991781083,-1.38422540023978,1.05245808179959,0.740566366029416,-1.09915345391807,0.836574289547687,0.805500742222209,-0.816691026838487,0.612004909589681,0.556086903248953,-0.43683811900104,0.988235883895072,0.922594524162301,-0.0595947304057418,0.77216111410312,0.518887921515132,0.323230117194925,0.627136229958225,-0.0941094422092448,0.611636423800958,0.13141870290454,0.0551423862647615,0.664753719711331,0.240115185853784,0.809716060854981,0.822965098166217,0.748685305274877,0.852593787100409,0.649605283367238,0.448699412663545,0.368157525490553,0.0168111550529204
"99",2001-07-01,23.598704031371,82.4714279563514,84.6546039539667,0.198959942252963,0.082032663002618,1.23624073952706,-1.75008971995122,-1.76052830570746,1.4820495242978,0.827490184690416,-1.67190686580364,0.780792109396744,0.121919991781083,-1.38422540023978,1.05245808179959,0.740566366029416,-1.09915345391807,0.836574289547687,0.805500742222209,-0.816691026838487,0.612004909589681,0.556086903248953,-0.43683811900104,0.988235883895072,0.922594524162301,-0.0595947304057418,0.77216111410312,0.518887921515132,0.323230117194925,0.627136229958225,-0.0941094422092448,0.415327748502725,0.556290360521405,0.240115185853784,0.809716060854981,0.822965098166217,0.748685305274877,0.852593787100409,0.649605283367238,0.448699412663545,0.365937115501214
"100",2001-10-01,23.869156640929,82.6191343271343,84.6057921692274,-0.0576599292412494,0.179100052518932,1.14604856774498,-1.64059110853493,-1.75008971995122,1.23624073952706,0.198959942252963,-1.76052830570746,1.4820495242978,0.827490184690416,-1.67190686580364,0.780792109396744,0.121919991781083,-1.38422540023978,1.05245808179959,0.740566366029416,-1.09915345391807,0.836574289547687,0.805500742222209,-0.816691026838487,0.612004909589681,0.556086903248953,-0.43683811900104,0.988235883895072,0.922594524162301,-0.0595947304057418,0.77216111410312,0.518887921515132,0.436284183348135,0.082032663002618,0.556290360521405,0.240115185853784,0.809716060854981,0.822965098166217,0.748685305274877,0.852593787100409,0.649605283367238,0.272167072472951
"101",2002-01-01,24.2505388125655,82.9358571840984,84.9929349181282,0.45758421376918,0.383352911578561,1.59780329642043,-1.53203247145861,-1.64059110853493,1.14604856774498,-0.0576599292412494,-1.75008971995122,1.23624073952706,0.198959942252963,-1.76052830570746,1.4820495242978,0.827490184690416,-1.67190686580364,0.780792109396744,0.121919991781083,-1.38422540023978,1.05245808179959,0.740566366029416,-1.09915345391807,0.836574289547687,0.805500742222209,-0.816691026838487,0.612004909589681,0.556086903248953,-0.43683811900104,0.988235883895072,0.922594524162301,0.327143933575202,0.179100052518932,0.082032663002618,0.556290360521405,0.240115185853784,0.809716060854981,0.822965098166217,0.748685305274877,0.852593787100409,0.34318070518593
